Text,string_City,score_Count People Found Review Helpful,date_Date Created,string_Name,score_Overall Rating,string_Place Location,string_State,string_User Name,raw_tags,themes,subthemes
"Ive always loved Mejuri and own several pieces from them. However, I was racially profiled and followed in their store by their security guard as I tried on different pieces. He didnt even attempt to hide his intentions. I wont be returning or purchasing anything else because who wants to be associated with a brand that treats them like a criminal because of their skin color? Disgusting that this is happening in 2022. So much for their We stand with black lives matter Instagram post from 2020, its all PR and posturing from these brands.",New York,11,2/10/2023 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Ashlynn Colt,"{'Store Ambiance & Try-On Experience': ['tried on'], 'Professional Piercing Services & Environment': ['security guard', 'followed'], 'Communication & Policy Consistency': ['Instagram post', 'PR', 'posturing']}",Store Ambiance & Try-On Experience | Professional Piercing Services & Environment | Communication & Policy Consistency,tried on | security guard | followed | Instagram post | PR | posturing
"Really bad customer service - I was shocked. I came to the store to exchange a faulty item I had purchased online (the earring clasp was locked and would not open, so I literally couldnt put the earring on) but the associates were extremely rude and did not want to exchange the item for me, even though I had the receipt and the item was brand new. When the associate finally directed me to her manager after rolling her eyes at me, the manager was also extremely rude and condescending ; she even stopped helping me 4 times and let other people cut in front of me. I was polite the entire time but took note; Im a long time customer of Mejuri but wont be any longer.  Truly disappointed in such poor customer service. I just wanted an earring that I could actually wear and use. Mejuri- this is how you lose a loyal customer.",New York,6,2/10/2020 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Sarah Brattain,"{'Poor Service & Long Wait Times': ['extremely rude', 'rolling eyes', 'condescending', 'cut in front'], 'Complex Returns & Warranty Handling': ['exchange faulty', 'would not exchange'], 'Product Durability & Quality Issues': ['faulty item', 'locked clasp'], 'Online Shopping Experience': ['purchased online'], 'Communication & Policy Consistency': ['loyal customer', 'long time']}",Poor Service & Long Wait Times | Complex Returns & Warranty Handling | Product Durability & Quality Issues | Online Shopping Experience | Communication & Policy Consistency,extremely rude | rolling eyes | condescending | cut in front | exchange faulty | would not exchange | faulty item | locked clasp | purchased online | loyal customer | long time
"Be prepared to wait for hours in the sun if you want to visit here. Maybe bring a hat or sunglasses and wear tons of sunscreen before you come 😅 Even after your purchase, the saleswoman will tell you to wait outside. After 15-20mins later, they will bring your purchase bag. I didnt enjoy my visit. The weather is extremely hot and the staffs dont seem like they care about how long the customers been waiting outside too.",New York,11,2/10/2022 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Khin H,"{'Poor Service & Long Wait Times': ['wait hours', 'wait outside', 'waiting outside', '15-20mins'], 'Communication & Policy Consistency': ['dont care', 'saleswoman'], 'Store Ambiance & Try-On Experience': ['hot', 'sun']}",Poor Service & Long Wait Times | Communication & Policy Consistency | Store Ambiance & Try-On Experience,wait hours | wait outside | waiting outside | 15-20mins | dont care | saleswoman | hot | sun
"I loved the Mejuri showroom! Ive been a Mejuri jewelry fan for a couple of years now, their pieces are classy, delicate, and unique without being insanely overpriced. It was lovely to visit the store and see all the pieces in person. The staff was fantastic and very friendly, I highly recommend stopping by.",New York,1,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Melissa Shafer,"{'Aesthetic Design & Visual Appeal': ['classy', 'delicate', 'unique'], 'Store Ambiance & Try-On Experience': ['showroom', 'see pieces'], 'Value & Price-Quality Assessment': ['overpriced'], 'Exceptional Customer Service & Support': ['fantastic', 'friendly'], 'Store Organization & Product Selection': ['pieces']}",Aesthetic Design & Visual Appeal | Store Ambiance & Try-On Experience | Value & Price-Quality Assessment | Exceptional Customer Service & Support | Store Organization & Product Selection,classy | delicate | unique | showroom | see pieces | overpriced | fantastic | friendly | pieces
"I got my ears pierced and the experience was amazing. I picked out my studs and waited 5 minutes. The piercer explained the whole process, showed me where he was going to place the studs and then he pierced each ear. It was over in like 10 minutes. I definitely plan on going back! And my earrings (a star stud and a moon stud) are amazing!",New York,1,2/10/2021 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Shanelle Rein,"{'Professional Piercing Services & Environment': ['ears pierced', 'piercer', 'pierced'], 'Store Ambiance & Try-On Experience': ['experience amazing', 'waited'], 'Communication & Policy Consistency': ['explained', 'showed'], 'Aesthetic Design & Visual Appeal': ['star stud', 'moon stud']}",Professional Piercing Services & Environment | Store Ambiance & Try-On Experience | Communication & Policy Consistency | Aesthetic Design & Visual Appeal,ears pierced | piercer | pierced | experience amazing | waited | explained | showed | star stud | moon stud
Had my ear pierced and it was awesome! You have to get there 30 mins before they open to get a spot or youll have to wait a while. I picked the diamond flower stud and its gorgeous! The place was packed and I wished it was a little bigger. After the piercing I bought a necklace and a ring.,New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Van D,"{'Professional Piercing Services & Environment': ['ear pierced', 'piercing'], 'Store Ambiance & Try-On Experience': ['packed', 'bigger'], 'Poor Service & Long Wait Times': ['wait', '30 mins'], 'Aesthetic Design & Visual Appeal': ['diamond flower', 'gorgeous'], 'Store Organization & Product Selection': ['necklace', 'ring']}",Professional Piercing Services & Environment | Store Ambiance & Try-On Experience | Poor Service & Long Wait Times | Aesthetic Design & Visual Appeal | Store Organization & Product Selection,ear pierced | piercing | packed | bigger | wait | 30 mins | diamond flower | gorgeous | necklace | ring
What a surprise to discover Mejuri has a brick and mortar store!  So pleasantly surprised to be able to try on rings that Ive been eyeing on their website.  The sales associate was super helpful and patient with me.  I was even more surprised to be told that they have a store in SF! Hurray.,New York,0,2/10/2023 0:00,Mejuri,4,"43 Spring St, New York, NY",NY,Kate Flores,"{'Store Ambiance & Try-On Experience': ['try on', 'brick and mortar'], 'Exceptional Customer Service & Support': ['super helpful', 'patient'], 'Online Shopping Experience': ['website', 'eyeing'], 'Store Organization & Product Selection': ['store']}",Store Ambiance & Try-On Experience | Exceptional Customer Service & Support | Online Shopping Experience | Store Organization & Product Selection,try on | brick and mortar | super helpful | patient | website | eyeing | store
"I had a great experience at the store. There was a wide selection of jewelries to try on and it was good to see the jewelries in person because trying it on is very different from seeing pictures online. The store is only for trying on jewelries and you cannot purchase the jewelries themselves. But they offer free expedited shipping if you order in store, so thats another perk for going in.",New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Lilla Lee,"{'Store Organization & Product Selection': ['wide selection'], 'Store Ambiance & Try-On Experience': ['try on', 'seeing pictures', 'in person'], 'Online Shopping Experience': ['expedited shipping', 'order in store']}",Store Organization & Product Selection | Store Ambiance & Try-On Experience | Online Shopping Experience,wide selection | try on | seeing pictures | in person | expedited shipping | order in store
"First, my original necklace order didnt even come with the necklace so I had to text and email you guys to send the correct product. Secondly, the necklace that Mejuri sent afterwards came jumbled in a bag so tangled up I cant even get the knot out of it now. I just spent the past 2 hours trying to unknot it but its so dainty its impossible. Is this a joke? By far the worst online jewelry shopping experience Ive encountered yet.",New York,4,2/10/2022 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,heydeki,"{'Online Shopping Experience': ['necklace order', 'worst online'], 'Product Durability & Quality Issues': ['tangled up', 'dainty', 'knot'], 'Communication & Policy Consistency': ['text', 'email'], 'Store Organization & Product Selection': ['correct product']}",Online Shopping Experience | Product Durability & Quality Issues | Communication & Policy Consistency | Store Organization & Product Selection,necklace order | worst online | tangled up | dainty | knot | text | email | correct product
"I was excited to go into the showroom but upon entering, one girl greeted me but that was about it. I was planning on purchasing some earrings but felt ignored, no one else was in the store, I could have been easily helped/assisted to choose the perfect earrings for me but nothing. Maybe because Im asian?? idk. The vibes were just off. I hope you train your staff to be more helpful and acknowledging all kinds of people, not just hippy white girls in Soho.",New York,17,2/10/2022 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Darla,"{'Poor Service & Long Wait Times': ['felt ignored', 'easily helped'], 'Store Ambiance & Try-On Experience': ['vibes off'], 'Communication & Policy Consistency': ['train staff'], 'Exceptional Customer Service & Support': ['greeted me']}",Poor Service & Long Wait Times | Store Ambiance & Try-On Experience | Communication & Policy Consistency | Exceptional Customer Service & Support,felt ignored | easily helped | vibes off | train staff | greeted me
"I walked in today because I follow the store on Instagram. As soon as I saw it, I had to go in. The staff was friendly and attentive. My sales associate was really nice and helpful to help me decide which ring to pick.I would definitely recommend coming in and checking out there store! I cant wait to get my ring in the mail! 🤩",New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Giana Alcocer,"{'Exceptional Customer Service & Support': ['friendly', 'attentive', 'helpful'], 'Store Ambiance & Try-On Experience': ['walked in', 'checking out'], 'Online Shopping Experience': ['Instagram', 'mail']}",Exceptional Customer Service & Support | Store Ambiance & Try-On Experience | Online Shopping Experience,friendly | attentive | helpful | walked in | checking out | Instagram | mail
"They used to have a lot of cute dainty jewelry ranging from $100 - $300 (Im talking about solid 14k) they are cute, affordable, solid gold, easy to stack and style.Well, not anymore. Now everything looks the same. Gypsy rings, chunky chains and croissant rings. Boring. Expensive.",New York,4,2/10/2023 0:00,Mejuri,2,"43 Spring St, New York, NY",NY,Xiangying Wei,"{'Store Organization & Product Selection': ['cute dainty', 'solid gold', 'chunky chains', 'croissant rings'], 'Value & Price-Quality Assessment': ['affordable', 'expensive'], 'Aesthetic Design & Visual Appeal': ['easy stack', 'looks same', 'boring']}",Store Organization & Product Selection | Value & Price-Quality Assessment | Aesthetic Design & Visual Appeal,cute dainty | solid gold | chunky chains | croissant rings | affordable | expensive | easy stack | looks same | boring
"The Mejuri showroom represents the functional yet aesthetically pleasing experience of an actual showroom. You are free to try on any piece, the tables are organized within the space and they dont hover over you expecting theft. The best part for me? You can return online orders at the showroom. They are also very accommodating in providing you with specific sizes you need for specific pieces.",New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Sida Wei,"{'Store Ambiance & Try-On Experience': ['try on', 'showroom', 'functional'], 'Store Organization & Product Selection': ['tables organized', 'specific sizes'], 'Aesthetic Design & Visual Appeal': ['aesthetically pleasing'], 'Online Shopping Experience': ['online orders'], 'Complex Returns & Warranty Handling': ['return']}",Store Ambiance & Try-On Experience | Store Organization & Product Selection | Aesthetic Design & Visual Appeal | Online Shopping Experience | Complex Returns & Warranty Handling,try on | showroom | functional | tables organized | specific sizes | aesthetically pleasing | online orders | return
"OK Im really upset. First of all, they packed wrong earrings for my boyfriend at the store, which are by the way cheaper $150, but not a biggie he went back and exchanged for the one that he payed for. Turns out that the earrings that he got are not even! Its a slight difference, but common for $550 you could do better.",New York,3,2/10/2023 0:00,Mejuri,2,"43 Spring St, New York, NY",NY,Sasha Paulava,"{'Price & Policy Transparency': ['$150', '$550'], 'Complex Returns & Warranty Handling': ['exchanged'], 'Product Durability & Quality Issues': ['not even'], 'Value & Price-Quality Assessment': ['could do better'], 'Store Organization & Product Selection': ['packed wrong']}",Price & Policy Transparency | Complex Returns & Warranty Handling | Product Durability & Quality Issues | Value & Price-Quality Assessment | Store Organization & Product Selection,$150 | $550 | exchanged | not even | could do better | packed wrong
"45 minutes in line to make a return, and another 10 mins waiting inside for someone to help me. Dont be fooled, half the people in line are there to make a return because doing it online is impossible. I would give it zero starts if I could for return policies and customer service. I returned the items because for the price they looked lower quality than I expected.",New York,8,2/10/2022 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Sara Michelsen,"{'Poor Service & Long Wait Times': ['45 minutes', '10 mins', 'waiting', 'line'], 'Complex Returns & Warranty Handling': ['return', 'impossible'], 'Value & Price-Quality Assessment': ['price', 'lower quality'], 'Online Shopping Experience': ['online'], 'Communication & Policy Consistency': ['return policies']}",Poor Service & Long Wait Times | Complex Returns & Warranty Handling | Value & Price-Quality Assessment | Online Shopping Experience | Communication & Policy Consistency,45 minutes | 10 mins | waiting | line | return | impossible | price | lower quality | online | return policies
HAPPY PLACE :) This showroom allows you to try on all of the beautiful Mejuri pieces and have them at your doorsteps a few days later. The staff are super helpful with choosing pieces and assisting with any returns/exchanges. Mejuri is seriously the best -- wont buy jewelry anywhere else!,New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Alexa Haber,"{'Store Ambiance & Try-On Experience': ['try on', 'showroom'], 'Aesthetic Design & Visual Appeal': ['beautiful pieces'], 'Exceptional Customer Service & Support': ['super helpful'], 'Complex Returns & Warranty Handling': ['returns/exchanges'], 'Online Shopping Experience': ['doorsteps'], 'Value & Price-Quality Assessment': ['best']}",Store Ambiance & Try-On Experience | Aesthetic Design & Visual Appeal | Exceptional Customer Service & Support | Complex Returns & Warranty Handling | Online Shopping Experience | Value & Price-Quality Assessment,try on | showroom | beautiful pieces | super helpful | returns/exchanges | doorsteps | best
"Nice little spot. They had a line when I went last week so only a certain amount of people could be inside at a time to help with social distancing. They had a nice selections, but not huge. I didnt buy anything bc there were a lot of pieces I wanted to see in person that werent there, but I did enjoy being able to shop in store",New York,0,2/10/2023 0:00,Mejuri,4,"43 Spring St, New York, NY",NY,Elda,"{'Store Organization & Product Selection': ['nice selections', 'not huge'], 'Store Ambiance & Try-On Experience': ['nice little', 'shop in store'], 'Inventory & Cross-Channel Integration': ['werent there', 'see in person']}",Store Organization & Product Selection | Store Ambiance & Try-On Experience | Inventory & Cross-Channel Integration,nice selections | not huge | nice little | shop in store | werent there | see in person
The manager at the store should be fired for the way he speaks to customers. Truly an astonishingly rude and unfriendly person. Needs to be address. Also before he rudely dismissed us at the door for coming early he told the lady before us to essentially polish the damaged ring she received herself. Cant make this stuff up.,New York,6,2/10/2022 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Alex C.,"{'Poor Service & Long Wait Times': ['rude', 'unfriendly', 'dismissed'], 'Communication & Policy Consistency': ['speaks', 'told'], 'Product Durability & Quality Issues': ['damaged ring']}",Poor Service & Long Wait Times | Communication & Policy Consistency | Product Durability & Quality Issues,rude | unfriendly | dismissed | speaks | told | damaged ring
"Bought several gold vermeil items from them last year. Stored them away in the pouches, just like instructed. Each piece was waiting for their day In the limelight due to covid/ nowhere to wear them last year . Took them out today and every single piece is tarnished!!!  Covered in black/ brown spots! None of these pieces were ever worn before and safely stowed away. Attempted to clean by buffing gently with dry cloth like instructions said to no avail. So disappointed because they are such nice items but now unwearable. Waste of money!!!!! I own several gold plated jewellery pieces from other companies and this has never been an issue",New York,6,2/10/2021 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Veronika Boulantsova,"{'Product Durability & Quality Issues': ['tarnished', 'black spots', 'brown spots', 'unwearable'], 'Value & Price-Quality Assessment': ['waste', 'money'], 'Communication & Policy Consistency': ['like instructed', 'instructions said'], 'Store Organization & Product Selection': ['gold vermeil', 'gold plated']}",Product Durability & Quality Issues | Value & Price-Quality Assessment | Communication & Policy Consistency | Store Organization & Product Selection,tarnished | black spots | brown spots | unwearable | waste | money | like instructed | instructions said | gold vermeil | gold plated
Absolutely love this store and brand! The staff at this location are so kind and help guide you through all their jewelry!,New York,0,2/10/2024 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Grace Kim,"{'Exceptional Customer Service & Support': ['so kind', 'help guide'], 'Store Organization & Product Selection': ['their jewelry'], 'Store Ambiance & Try-On Experience': ['love store']}",Exceptional Customer Service & Support | Store Organization & Product Selection | Store Ambiance & Try-On Experience,so kind | help guide | their jewelry | love store
"I love Mejuri. Levi helped us out and was so nice, patient, and helpful, even though it was right around closing time. We tried on a bunch of rings--all of which are beautiful. And even though we have to order them theyll be here in just 2 days! Yay!",New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Wendy Metzger,"{'Exceptional Customer Service & Support': ['so nice', 'patient', 'helpful'], 'Store Ambiance & Try-On Experience': ['tried on'], 'Aesthetic Design & Visual Appeal': ['beautiful'], 'Online Shopping Experience': ['order them'], 'Inventory & Cross-Channel Integration': ['2 days']}",Exceptional Customer Service & Support | Store Ambiance & Try-On Experience | Aesthetic Design & Visual Appeal | Online Shopping Experience | Inventory & Cross-Channel Integration,so nice | patient | helpful | tried on | beautiful | order them | 2 days
"I loved visiting the store! I wanted a specific ring, but wasnt sure on the size, and the staff was very helpful with assisting me. They were all very kind and helpful. I also love all of their products. I will definitely be visiting again!",New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Joselyn Grace,"{'Exceptional Customer Service & Support': ['very helpful', 'very kind'], 'Store Organization & Product Selection': ['their products'], 'Store Ambiance & Try-On Experience': ['visiting store']}",Exceptional Customer Service & Support | Store Organization & Product Selection | Store Ambiance & Try-On Experience,very helpful | very kind | their products | visiting store
"Had an amazing one on one stylist experience at Mejuri ! I booked the one on one because I know how crazy the store can get, and I was hoping to sit down with someone to find my wedding band. I looked at the website before my appointment so I had some ideas in mind. When my fiancé and I arrived they had everything prepared, including the styles I liked and some refreshments. One of the styles I picked ended up being the winner. I loved being able to try it on in person and see how it looked with my engagement ring (which is a family heirloom btw!) My fiancé and I left thrilled that I found my winning wedding band, and to our surprise it arrived about a day and a half later at my house. Cant wait to purchase some other jewelry from Mejuri in the future. Who knows, maybe Ill find some wedding earrings too. This was my first purchase from Mejuri by the way, and I will be back for more !",New York,1,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Alicia L,"{'Exceptional Customer Service & Support': ['stylist experience', 'one on one', 'refreshments', 'prepared'], 'Store Ambiance & Try-On Experience': ['try on', 'in person'], 'Store Organization & Product Selection': ['styles', 'wedding band', 'earrings'], 'Online Shopping Experience': ['website', 'arrived'], 'Value & Price-Quality Assessment': ['first purchase']}",Exceptional Customer Service & Support | Store Ambiance & Try-On Experience | Store Organization & Product Selection | Online Shopping Experience | Value & Price-Quality Assessment,stylist experience | one on one | refreshments | prepared | try on | in person | styles | wedding band | earrings | website | arrived | first purchase
"Mejuri products are beautiful but fragile. My gold anklet just fell off my ankle and my friend lost her bracelet the same way. Customer service was no help of course. I have been a huge fan, but will no longer be shopping here.",New York,4,2/10/2023 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,SC,"{'Product Durability & Quality Issues': ['fell off', 'fragile'], 'Poor Service & Long Wait Times': ['no help'], 'Aesthetic Design & Visual Appeal': ['beautiful']}",Product Durability & Quality Issues | Poor Service & Long Wait Times | Aesthetic Design & Visual Appeal,fell off | fragile | no help | beautiful
"FYI this is is just a showroom for now. So you wont be able to WALK AWAY with any jewelry. If you order to store, it will come in 1-2 business days. If you order to home, it will come another 1-2 days after that.For a dainty gold fiend like myself, I spent way too much time trying everything on three times. Its really nice that you can just walk up to a piece and put it on:earrings, rings, bracelets, anklets. Every employee has the price and material memorized for each piece and iPads are available for you to scroll through as well. SOME pieces are not in store to try on but the employees know them well so they can give their opinion.The whole showroom has a wedding registry vibe with nice sofas, a little nook to sit down and make your orders, etc. There is also a piercing studio if you want to get a purchased stud put in (unclear how that works since they dont sell items there).",New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Neiki Ullah,"{'Store Ambiance & Try-On Experience': ['showroom', 'nice sofas', 'try on', 'walk up'], 'Store Organization & Product Selection': ['iPads', 'pieces', 'jewelry'], 'Exceptional Customer Service & Support': ['employee', 'price memorized', 'opinion'], 'Professional Piercing Services & Environment': ['piercing studio'], 'Inventory & Cross-Channel Integration': ['order', 'business days']}",Store Ambiance & Try-On Experience | Store Organization & Product Selection | Exceptional Customer Service & Support | Professional Piercing Services & Environment | Inventory & Cross-Channel Integration,showroom | nice sofas | try on | walk up | iPads | pieces | jewelry | employee | price memorized | opinion | piercing studio | order | business days
"Doorman made us wait outside immediately after letting two girls out claiming they were ""at capacity"" It was about 10 degrees outside. Also they werent at capacity - like I said, the doorman had just let two people out. We watched them come out and still had to stand out there, in the cold. Happy to wait, but maybe when its less than 10 degrees, have us wait inside.Everyone in the store was lovely, very helpful, and the jewelry is beautiful. Hire a new doorman / security guard.",New York,4,2/10/2019 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Grace Devetski Hamilton,"{'Poor Service & Long Wait Times': ['wait outside', 'capacity', 'stand', 'cold'], 'Exceptional Customer Service & Support': ['lovely', 'helpful'], 'Aesthetic Design & Visual Appeal': ['beautiful'], 'Store Ambiance & Try-On Experience': ['doorman', 'security guard']}",Poor Service & Long Wait Times | Exceptional Customer Service & Support | Aesthetic Design & Visual Appeal | Store Ambiance & Try-On Experience,wait outside | capacity | stand | cold | lovely | helpful | beautiful | doorman | security guard
"Have always been a fan of Mejuri when I first heard about them via Claire Marshall (YouTuber). When I heard they were opening a showroom in NYC, I freaked out. Like, wait this amazing Canadian brand is coming here to the States? Whoop. Not to mention, when I popped in, the vibe is super chill and chic, and so is the staff. Jordan and Megan were such a delightful pair to assist me with some wedding jewelry. Many thanks, Gals!",New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Chary S.,"{'Store Ambiance & Try-On Experience': ['super chill', 'chic'], 'Exceptional Customer Service & Support': ['assist me', 'delightful pair'], 'Online Shopping Experience': ['first heard'], 'Store Organization & Product Selection': ['wedding jewelry']}",Store Ambiance & Try-On Experience | Exceptional Customer Service & Support | Online Shopping Experience | Store Organization & Product Selection,super chill | chic | assist me | delightful pair | first heard | wedding jewelry
"Okay - a friend recently recommended Mejuri to me, but after reading these reviews I have absolutely no intention of shopping there. Customer service should always come first.3 stars because you need to click stars in order to write something here.",New York,5,2/10/2022 0:00,Mejuri,3,"43 Spring St, New York, NY",NY,RL Ross,"{'Poor Service & Long Wait Times': ['customer service'], 'Communication & Policy Consistency': ['recommended']}",Poor Service & Long Wait Times | Communication & Policy Consistency,customer service | recommended
Such a great experience shopping at Mejuri! They were all so helpful without being pushy. Ive always been curious about their jewellry and seeing it in person was just what I needed. Ive been looking at their website everyday since I visited looking for what Im gonna buy next.,New York,1,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Chelsea Willis,"{'Exceptional Customer Service & Support': ['helpful', 'without pushy'], 'Store Ambiance & Try-On Experience': ['great experience', 'seeing'], 'Online Shopping Experience': ['website', 'looking'], 'Store Organization & Product Selection': ['jewellry']}",Exceptional Customer Service & Support | Store Ambiance & Try-On Experience | Online Shopping Experience | Store Organization & Product Selection,helpful | without pushy | great experience | seeing | website | looking | jewellry
I just want to leave review in name of Mejuri customer service. I had issue when the earrings that I ordered where not delivered in full. After my complaint there where very attentive and corrected mistake.Thank you guys 5*,New York,0,2/10/2023 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Dejan-Deni Mitrovic,"{'Exceptional Customer Service & Support': ['customer service', 'attentive', 'corrected mistake'], 'Communication & Policy Consistency': ['complaint'], 'Online Shopping Experience': ['ordered', 'delivered']}",Exceptional Customer Service & Support | Communication & Policy Consistency | Online Shopping Experience,customer service | attentive | corrected mistake | complaint | ordered | delivered
The staff at Mejuri in NY were very friendly and helpful! The jewelry is beautiful and the quality is great. They have a large selection of products and I definitely plan to purchase more of their jewelry!,New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,debbie lee,"{'Exceptional Customer Service & Support': ['friendly', 'helpful'], 'Product Durability & Quality Issues': ['quality'], 'Aesthetic Design & Visual Appeal': ['beautiful'], 'Store Organization & Product Selection': ['large selection'], 'Value & Price-Quality Assessment': ['great']}",Exceptional Customer Service & Support | Product Durability & Quality Issues | Aesthetic Design & Visual Appeal | Store Organization & Product Selection | Value & Price-Quality Assessment,friendly | helpful | quality | beautiful | large selection | great
"Product line is great and staff are extremely helpful and courteous.   However, the place needs to get their payment system in order.  They must use a canadian payment processor so US CCs get declined all the time.  Reason being when you make a purchase it alerts your CC company as if someone possibly stole your card and is trying to use it in Canada.   My capital one got declined 5 times and finally had to use my debit  card and forgo the points (btw it would have been ALOT of points)",New York,0,2/10/2020 0:00,Mejuri,4,"43 Spring St, New York, NY",NY,Mike Swenson,"{'Exceptional Customer Service & Support': ['extremely helpful', 'courteous'], 'Store Organization & Product Selection': ['Product line'], 'Online Shopping Experience': ['payment system', 'CCs declined', 'debit card']}",Exceptional Customer Service & Support | Store Organization & Product Selection | Online Shopping Experience,extremely helpful | courteous | Product line | payment system | CCs declined | debit card
IF I COULD GIVE A ZERO.Their online customer service is terrible. A pendant necklace was ordered and it came without the pendant. I am fighting this with customer service right now and they are calling this lost when the order was never fulfilled. They are not even willing to compensate for the product they didnt deliver on.,New York,5,2/10/2022 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Sarah Ahn,"{'Poor Service & Long Wait Times': ['terrible', 'fighting'], 'Communication & Policy Consistency': ['not willing'], 'Online Shopping Experience': ['online', 'ordered'], 'Complex Returns & Warranty Handling': ['lost', 'never fulfilled']}",Poor Service & Long Wait Times | Communication & Policy Consistency | Online Shopping Experience | Complex Returns & Warranty Handling,terrible | fighting | not willing | online | ordered | lost | never fulfilled
"The workers there are super rude and you can tell they didnt want to be there. Yawning, staring into space, and playing on their phones. They are also very selective with their greetings. One of them gave us a really bad attitude when we asked her a question. Dont bother coming to the store. Youre better off buying it online.",New York,5,2/10/2020 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Walter,"{'Poor Service & Long Wait Times': ['super rude', 'bad attitude', 'yawning', 'playing phones'], 'Communication & Policy Consistency': ['selective greetings'], 'Online Shopping Experience': ['buying online']}",Poor Service & Long Wait Times | Communication & Policy Consistency | Online Shopping Experience,super rude | bad attitude | yawning | playing phones | selective greetings | buying online
I got the Daily Mini Hoops and within 6 months they are already rusted!! Ive taken such good care of them keeping them in the packaging it came from not showering in them but seriously such a scam this company.,New York,1,2/10/2023 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Kat Lizeth,"{'Product Durability & Quality Issues': ['rusted', 'scam'], 'Value & Price-Quality Assessment': ['scam']}",Product Durability & Quality Issues | Value & Price-Quality Assessment,rusted | scam | scam
So many associates having their own conversations. I stood in front of one of the counters looking at necklaces for 3 minutes and the girl didnt even look up or say hi. Why have a store if you can just sell stuff online and no interact with clients?,New York,4,2/10/2020 0:00,Mejuri,1,"43 Spring St, New York, NY",NY,Gaby Zaldivar,"{'Poor Service & Long Wait Times': ['stood', 'didnt look', 'no interact'], 'Communication & Policy Consistency': ['own conversations'], 'Online Shopping Experience': ['sell online']}",Poor Service & Long Wait Times | Communication & Policy Consistency | Online Shopping Experience,stood | didnt look | no interact | own conversations | sell online
"Adorable storefront thats spacious and filled with lovely, helpful consultants. The only thing that would really top my experience is if the store had inventory in it to take (cant help it, love that immediate gratification). Thank you for a great experience!!",New York,0,2/10/2020 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Olivia Della Femina,"{'Store Ambiance & Try-On Experience': ['adorable storefront', 'spacious'], 'Exceptional Customer Service & Support': ['helpful consultants', 'great experience'], 'Inventory & Cross-Channel Integration': ['inventory']}",Store Ambiance & Try-On Experience | Exceptional Customer Service & Support | Inventory & Cross-Channel Integration,adorable storefront | spacious | helpful consultants | great experience | inventory
I love mejuri! They have such beautiful pieces and at such a fair price point. Every time I come into the store everyone is nice and I dont feel pressured to buy something.,New York,0,2/10/2023 0:00,Mejuri,5,"43 Spring St, New York, NY",NY,Jessica Cordova,"{'Aesthetic Design & Visual Appeal': ['beautiful pieces'], 'Value & Price-Quality Assessment': ['fair price'], 'Exceptional Customer Service & Support': ['everyone nice'], 'Store Ambiance & Try-On Experience': ['not pressured']}",Aesthetic Design & Visual Appeal | Value & Price-Quality Assessment | Exceptional Customer Service & Support | Store Ambiance & Try-On Experience,beautiful pieces | fair price | everyone nice | not pressured
